"year","month","day","dep_time","sched_dep_time","dep_delay","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","distance","hour","minute","time_hour"
2013,11,6,556,601,-5,811,"Not Delay","EV",4471,"N14573","EWR","CLT",529,6,1,2013-11-06 06:00:00
2013,11,6,611,615,-4,818,"Not Delay","US",1989,"N569UW","EWR","CLT",529,6,15,2013-11-06 06:00:00
2013,11,6,634,630,4,833,"Not Delay","US",2052,"N151UW","EWR","CLT",529,6,30,2013-11-06 06:00:00
2013,11,6,816,820,-4,1021,"Not Delay","US",409,"N654AW","EWR","CLT",529,8,20,2013-11-06 08:00:00
2013,11,6,1021,1023,-2,1218,"Not Delay","US",1745,"N172US","EWR","CLT",529,10,23,2013-11-06 10:00:00
2013,11,6,1311,1315,-4,1506,"Not Delay","US",802,"N537UW","EWR","CLT",529,13,15,2013-11-06 13:00:00
2013,11,6,1458,1500,-2,1656,"Not Delay","US",721,"N560UW","EWR","CLT",529,15,0,2013-11-06 15:00:00
2013,11,6,1526,1520,6,1721,"Delay","EV",4326,"N15980","EWR","CLT",529,15,20,2013-11-06 15:00:00
2013,11,6,1724,1730,-6,1928,"Not Delay","US",687,"N678AW","EWR","CLT",529,17,30,2013-11-06 17:00:00
2013,11,6,1823,1829,-6,2033,"Not Delay","US",1751,"N569UW","EWR","CLT",529,18,29,2013-11-06 18:00:00
2013,11,6,1914,1915,-1,2115,"Not Delay","EV",4444,"N15572","EWR","CLT",529,19,15,2013-11-06 19:00:00
2013,11,6,2115,2111,4,2303,"Not Delay","EV",4700,"N34111","EWR","CLT",529,21,11,2013-11-06 21:00:00
2013,11,7,457,500,-3,651,"Not Delay","US",1895,"N198UW","EWR","CLT",529,5,0,2013-11-07 05:00:00
2013,11,7,555,601,-6,811,"Not Delay","EV",4471,"N16963","EWR","CLT",529,6,1,2013-11-07 06:00:00
2013,11,7,555,600,-5,750,"Delay","EV",4714,"N14543","EWR","CLT",529,6,0,2013-11-07 06:00:00
2013,11,7,612,615,-3,818,"Not Delay","US",1989,"N558UW","EWR","CLT",529,6,15,2013-11-07 06:00:00
2013,11,7,627,630,-3,833,"Delay","US",2052,"N554UW","EWR","CLT",529,6,30,2013-11-07 06:00:00
2013,11,7,815,820,-5,1021,"Delay","US",409,"N680AW","EWR","CLT",529,8,20,2013-11-07 08:00:00
2013,11,7,1022,1023,-1,1218,"Delay","US",1745,"N178US","EWR","CLT",529,10,23,2013-11-07 10:00:00
2013,11,7,1311,1315,-4,1506,"Not Delay","US",802,"N558UW","EWR","CLT",529,13,15,2013-11-07 13:00:00
2013,11,7,1458,1500,-2,1656,"Delay","US",721,"N186US","EWR","CLT",529,15,0,2013-11-07 15:00:00
2013,11,7,1536,1520,16,1721,"Delay","EV",4326,"N13969","EWR","CLT",529,15,20,2013-11-07 15:00:00
2013,11,7,1744,1730,14,1928,"Delay","US",687,"N658AW","EWR","CLT",529,17,30,2013-11-07 17:00:00
2013,11,7,1920,1829,51,2033,"Delay","US",1751,"N172US","EWR","CLT",529,18,29,2013-11-07 18:00:00
2013,11,7,2001,1915,46,2115,"Delay","EV",4444,"N15983","EWR","CLT",529,19,15,2013-11-07 19:00:00
2013,11,7,2210,2111,59,2303,"Delay","EV",4700,"N10575","EWR","CLT",529,21,11,2013-11-07 21:00:00
2013,11,8,457,500,-3,651,"Not Delay","US",1895,"N189UW","EWR","CLT",529,5,0,2013-11-08 05:00:00
2013,11,8,601,601,0,811,"Not Delay","EV",4471,"N12563","EWR","CLT",529,6,1,2013-11-08 06:00:00
2013,11,8,608,615,-7,818,"Not Delay","US",1989,"N194UW","EWR","CLT",529,6,15,2013-11-08 06:00:00
2013,11,8,626,630,-4,833,"Not Delay","US",2052,"N540UW","EWR","CLT",529,6,30,2013-11-08 06:00:00
2013,11,8,816,820,-4,1021,"Not Delay","US",409,"N648AW","EWR","CLT",529,8,20,2013-11-08 08:00:00
2013,11,8,1017,1023,-6,1218,"Not Delay","US",1745,"N195UW","EWR","CLT",529,10,23,2013-11-08 10:00:00
2013,11,8,1311,1315,-4,1506,"Not Delay","US",802,"N174US","EWR","CLT",529,13,15,2013-11-08 13:00:00
2013,11,8,1458,1500,-2,1656,"Not Delay","US",721,"N165US","EWR","CLT",529,15,0,2013-11-08 15:00:00
2013,11,8,1521,1520,1,1721,"Not Delay","EV",4326,"N21537","EWR","CLT",529,15,20,2013-11-08 15:00:00
2013,11,8,1724,1730,-6,1928,"Not Delay","US",687,"N640AW","EWR","CLT",529,17,30,2013-11-08 17:00:00
2013,11,8,1824,1829,-5,2033,"Not Delay","US",1751,"N193UW","EWR","CLT",529,18,29,2013-11-08 18:00:00
2013,11,8,2157,2111,46,2303,"Delay","EV",4700,"N14991","EWR","CLT",529,21,11,2013-11-08 21:00:00
2013,11,8,2312,1915,237,2115,"Delay","EV",4444,"N13997","EWR","CLT",529,19,15,2013-11-08 19:00:00
2013,11,9,454,500,-6,651,"Not Delay","US",1895,"N162UW","EWR","CLT",529,5,0,2013-11-09 05:00:00
2013,11,9,607,615,-8,818,"Not Delay","US",883,"N567UW","EWR","CLT",529,6,15,2013-11-09 06:00:00
2013,11,9,623,630,-7,835,"Not Delay","US",1946,"N174US","EWR","CLT",529,6,30,2013-11-09 06:00:00
2013,11,9,813,820,-7,1021,"Not Delay","US",409,"N672AW","EWR","CLT",529,8,20,2013-11-09 08:00:00
2013,11,9,929,927,2,1144,"Not Delay","EV",4714,"N16541","EWR","CLT",529,9,27,2013-11-09 09:00:00
2013,11,9,1014,1023,-9,1218,"Not Delay","US",1984,"N121UW","EWR","CLT",529,10,23,2013-11-09 10:00:00
2013,11,9,1222,1224,-2,1425,"Not Delay","EV",3848,"N14950","EWR","CLT",529,12,24,2013-11-09 12:00:00
2013,11,9,1309,1315,-6,1506,"Not Delay","US",802,"N406US","EWR","CLT",529,13,15,2013-11-09 13:00:00
2013,11,9,1458,1500,-2,1656,"Not Delay","US",1834,"N110UW","EWR","CLT",529,15,0,2013-11-09 15:00:00
2013,11,9,1604,1530,34,1731,"Delay","EV",4412,"N14558","EWR","CLT",529,15,30,2013-11-09 15:00:00
2013,11,9,1720,1730,-10,1928,"Not Delay","US",687,"N655AW","EWR","CLT",529,17,30,2013-11-09 17:00:00
2013,11,9,1818,1829,-11,2033,"Not Delay","US",1751,"N107US","EWR","CLT",529,18,29,2013-11-09 18:00:00
2013,11,9,2113,2111,2,2303,"Not Delay","EV",4700,"N13913","EWR","CLT",529,21,11,2013-11-09 21:00:00
2013,11,10,606,615,-9,818,"Not Delay","US",1989,"N156UW","EWR","CLT",529,6,15,2013-11-10 06:00:00
2013,11,10,622,630,-8,835,"Not Delay","US",1946,"N563UW","EWR","CLT",529,6,30,2013-11-10 06:00:00
2013,11,10,844,820,24,1021,"Delay","US",409,"N640AW","EWR","CLT",529,8,20,2013-11-10 08:00:00
2013,11,10,1017,1023,-6,1218,"Not Delay","US",1745,"N157UW","EWR","CLT",529,10,23,2013-11-10 10:00:00
2013,11,10,1226,1231,-5,1432,"Not Delay","EV",3848,"N11547","EWR","CLT",529,12,31,2013-11-10 12:00:00
2013,11,10,1308,1315,-7,1506,"Not Delay","US",802,"N124US","EWR","CLT",529,13,15,2013-11-10 13:00:00
2013,11,10,1453,1500,-7,1656,"Not Delay","US",721,"N183UW","EWR","CLT",529,15,0,2013-11-10 15:00:00
2013,11,10,1517,1520,-3,1721,"Not Delay","EV",4326,"N13566","EWR","CLT",529,15,20,2013-11-10 15:00:00
2013,11,10,1728,1730,-2,1928,"Not Delay","US",687,"N673AW","EWR","CLT",529,17,30,2013-11-10 17:00:00
2013,11,10,1825,1829,-4,2033,"Not Delay","US",1751,"N156UW","EWR","CLT",529,18,29,2013-11-10 18:00:00
2013,11,10,2046,1920,86,2120,"Delay","EV",4641,"N18557","EWR","CLT",529,19,20,2013-11-10 19:00:00
2013,11,10,2119,2111,8,2303,"Delay","EV",4700,"N13992","EWR","CLT",529,21,11,2013-11-10 21:00:00
2013,11,11,453,500,-7,651,"Not Delay","US",1895,"N170US","EWR","CLT",529,5,0,2013-11-11 05:00:00
2013,11,11,553,601,-8,811,"Not Delay","EV",4471,"N14558","EWR","CLT",529,6,1,2013-11-11 06:00:00
2013,11,11,610,615,-5,818,"Not Delay","US",1989,"N195UW","EWR","CLT",529,6,15,2013-11-11 06:00:00
2013,11,11,627,630,-3,833,"Not Delay","US",2052,"N163US","EWR","CLT",529,6,30,2013-11-11 06:00:00
2013,11,11,810,820,-10,1021,"Not Delay","US",409,"N678AW","EWR","CLT",529,8,20,2013-11-11 08:00:00
2013,11,11,1020,1023,-3,1218,"Not Delay","US",1745,"N172US","EWR","CLT",529,10,23,2013-11-11 10:00:00
2013,11,11,1311,1315,-4,1506,"Not Delay","US",802,"N543UW","EWR","CLT",529,13,15,2013-11-11 13:00:00
2013,11,11,1454,1500,-6,1656,"Not Delay","US",721,"N191UW","EWR","CLT",529,15,0,2013-11-11 15:00:00
2013,11,11,1517,1520,-3,1721,"Not Delay","EV",4326,"N14950","EWR","CLT",529,15,20,2013-11-11 15:00:00
2013,11,11,1758,1730,28,1928,"Delay","US",687,"N640AW","EWR","CLT",529,17,30,2013-11-11 17:00:00
2013,11,11,1941,1915,26,2115,"Delay","EV",4444,"N36915","EWR","CLT",529,19,15,2013-11-11 19:00:00
2013,11,11,2144,2111,33,2303,"Delay","EV",4700,"N13989","EWR","CLT",529,21,11,2013-11-11 21:00:00
2013,11,12,455,500,-5,651,"Not Delay","US",1895,"N153UW","EWR","CLT",529,5,0,2013-11-12 05:00:00
2013,11,12,557,601,-4,811,"Delay","EV",4471,"N11536","EWR","CLT",529,6,1,2013-11-12 06:00:00
2013,11,12,608,615,-7,818,"Not Delay","US",1989,"N179UW","EWR","CLT",529,6,15,2013-11-12 06:00:00
2013,11,12,624,630,-6,833,"Not Delay","US",2052,"N174US","EWR","CLT",529,6,30,2013-11-12 06:00:00
2013,11,12,818,820,-2,1021,"Not Delay","US",409,"N673AW","EWR","CLT",529,8,20,2013-11-12 08:00:00
2013,11,12,1026,1023,3,1218,"Delay","US",1745,"N177US","EWR","CLT",529,10,23,2013-11-12 10:00:00
2013,11,12,1310,1315,-5,1506,"Not Delay","US",802,"N559UW","EWR","CLT",529,13,15,2013-11-12 13:00:00
2013,11,12,1456,1500,-4,1656,"Not Delay","US",721,"N173US","EWR","CLT",529,15,0,2013-11-12 15:00:00
2013,11,12,1533,1520,13,1721,"Delay","EV",4326,"N14904","EWR","CLT",529,15,20,2013-11-12 15:00:00
2013,11,12,1751,1730,21,1928,"Delay","US",687,"N659AW","EWR","CLT",529,17,30,2013-11-12 17:00:00
2013,11,12,1913,1915,-2,2115,"Delay","EV",4444,"N12957","EWR","CLT",529,19,15,2013-11-12 19:00:00
2013,11,12,2104,2111,-7,2303,"Not Delay","EV",4700,"N26549","EWR","CLT",529,21,11,2013-11-12 21:00:00
2013,11,12,NA,1829,NA,2033,NA,"US",1751,NA,"EWR","CLT",529,18,29,2013-11-12 18:00:00
2013,11,13,458,500,-2,651,"Not Delay","US",1895,"N161UW","EWR","CLT",529,5,0,2013-11-13 05:00:00
2013,11,13,601,601,0,811,"Not Delay","EV",4471,"N18556","EWR","CLT",529,6,1,2013-11-13 06:00:00
2013,11,13,606,615,-9,818,"Not Delay","US",1989,"N179UW","EWR","CLT",529,6,15,2013-11-13 06:00:00
2013,11,13,622,630,-8,833,"Not Delay","US",2052,"N156UW","EWR","CLT",529,6,30,2013-11-13 06:00:00
2013,11,13,817,820,-3,1021,"Not Delay","US",409,"N654AW","EWR","CLT",529,8,20,2013-11-13 08:00:00
2013,11,13,1023,1023,0,1218,"Not Delay","US",1745,"N178US","EWR","CLT",529,10,23,2013-11-13 10:00:00
2013,11,13,1313,1315,-2,1506,"Not Delay","US",802,"N177US","EWR","CLT",529,13,15,2013-11-13 13:00:00
2013,11,13,1456,1500,-4,1656,"Not Delay","US",721,"N565UW","EWR","CLT",529,15,0,2013-11-13 15:00:00
2013,11,13,1533,1520,13,1721,"Not Delay","EV",4326,"N12924","EWR","CLT",529,15,20,2013-11-13 15:00:00
2013,11,13,1740,1730,10,1928,"Not Delay","US",687,"N649AW","EWR","CLT",529,17,30,2013-11-13 17:00:00
2013,11,13,1821,1829,-8,2033,"Not Delay","US",1751,"N179UW","EWR","CLT",529,18,29,2013-11-13 18:00:00
2013,11,13,1911,1915,-4,2115,"Not Delay","EV",4444,"N15986","EWR","CLT",529,19,15,2013-11-13 19:00:00
2013,11,13,2102,2111,-9,2303,"Not Delay","EV",4700,"N14974","EWR","CLT",529,21,11,2013-11-13 21:00:00
2013,11,14,453,500,-7,651,"Not Delay","US",1895,"N165US","EWR","CLT",529,5,0,2013-11-14 05:00:00
2013,11,14,555,601,-6,811,"Not Delay","EV",4471,"N11199","EWR","CLT",529,6,1,2013-11-14 06:00:00
2013,11,14,607,615,-8,818,"Not Delay","US",1989,"N153UW","EWR","CLT",529,6,15,2013-11-14 06:00:00
2013,11,14,624,630,-6,833,"Not Delay","US",2052,"N540UW","EWR","CLT",529,6,30,2013-11-14 06:00:00
2013,11,14,813,820,-7,1021,"Not Delay","US",409,"N659AW","EWR","CLT",529,8,20,2013-11-14 08:00:00
2013,11,14,1018,1023,-5,1218,"Not Delay","US",1745,"N198UW","EWR","CLT",529,10,23,2013-11-14 10:00:00
2013,11,14,1313,1315,-2,1506,"Not Delay","US",802,"N178US","EWR","CLT",529,13,15,2013-11-14 13:00:00
2013,11,14,1455,1500,-5,1656,"Not Delay","US",721,"N567UW","EWR","CLT",529,15,0,2013-11-14 15:00:00
2013,11,14,1533,1520,13,1721,"Not Delay","EV",4326,"N16918","EWR","CLT",529,15,20,2013-11-14 15:00:00
2013,11,14,1722,1730,-8,1928,"Not Delay","US",687,"N648AW","EWR","CLT",529,17,30,2013-11-14 17:00:00
2013,11,14,1822,1829,-7,2033,"Not Delay","US",1751,"N153UW","EWR","CLT",529,18,29,2013-11-14 18:00:00
2013,11,14,1931,1915,16,2115,"Delay","EV",4444,"N15912","EWR","CLT",529,19,15,2013-11-14 19:00:00
2013,11,14,2109,2111,-2,2303,"Not Delay","EV",4700,"N14952","EWR","CLT",529,21,11,2013-11-14 21:00:00
2013,11,15,456,500,-4,651,"Not Delay","US",1895,"N193UW","EWR","CLT",529,5,0,2013-11-15 05:00:00
2013,11,15,554,601,-7,811,"Not Delay","EV",4471,"N15985","EWR","CLT",529,6,1,2013-11-15 06:00:00
2013,11,15,610,615,-5,818,"Not Delay","US",1989,"N171US","EWR","CLT",529,6,15,2013-11-15 06:00:00
2013,11,15,626,630,-4,833,"Not Delay","US",2052,"N183UW","EWR","CLT",529,6,30,2013-11-15 06:00:00
2013,11,15,815,820,-5,1021,"Not Delay","US",409,"N656AW","EWR","CLT",529,8,20,2013-11-15 08:00:00
2013,11,15,1020,1023,-3,1218,"Delay","US",1745,"N562UW","EWR","CLT",529,10,23,2013-11-15 10:00:00
2013,11,15,1314,1315,-1,1506,"Not Delay","US",802,"N198UW","EWR","CLT",529,13,15,2013-11-15 13:00:00
2013,11,15,1459,1500,-1,1656,"Not Delay","US",721,"N567UW","EWR","CLT",529,15,0,2013-11-15 15:00:00
2013,11,15,1515,1520,-5,1721,"Not Delay","EV",4326,"N14952","EWR","CLT",529,15,20,2013-11-15 15:00:00
2013,11,15,1739,1730,9,1928,"Not Delay","US",687,"N652AW","EWR","CLT",529,17,30,2013-11-15 17:00:00
2013,11,15,1827,1829,-2,2033,"Not Delay","US",1751,"N171US","EWR","CLT",529,18,29,2013-11-15 18:00:00
2013,11,15,1923,1915,8,2115,"Not Delay","EV",4444,"N15973","EWR","CLT",529,19,15,2013-11-15 19:00:00
2013,11,15,2112,2111,1,2303,"Not Delay","EV",4700,"N18557","EWR","CLT",529,21,11,2013-11-15 21:00:00
2013,11,16,455,500,-5,651,"Not Delay","US",1895,"N174US","EWR","CLT",529,5,0,2013-11-16 05:00:00
2013,11,16,607,615,-8,818,"Not Delay","US",883,"N537UW","EWR","CLT",529,6,15,2013-11-16 06:00:00
2013,11,16,820,820,0,1021,"Delay","US",409,"N602AW","EWR","CLT",529,8,20,2013-11-16 08:00:00
2013,11,16,927,927,0,1144,"Not Delay","EV",4714,"N27962","EWR","CLT",529,9,27,2013-11-16 09:00:00
2013,11,16,1018,1023,-5,1218,"Not Delay","US",1984,"N439US","EWR","CLT",529,10,23,2013-11-16 10:00:00
2013,11,16,1218,1224,-6,1425,"Not Delay","EV",3848,"N11536","EWR","CLT",529,12,24,2013-11-16 12:00:00
2013,11,16,1311,1315,-4,1506,"Not Delay","US",802,"N450UW","EWR","CLT",529,13,15,2013-11-16 13:00:00
2013,11,16,1456,1500,-4,1656,"Not Delay","US",1834,"N128UW","EWR","CLT",529,15,0,2013-11-16 15:00:00
2013,11,16,1544,1530,14,1731,"Not Delay","EV",4412,"N13914","EWR","CLT",529,15,30,2013-11-16 15:00:00
2013,11,16,1723,1730,-7,1928,"Not Delay","US",687,"N661AW","EWR","CLT",529,17,30,2013-11-16 17:00:00
2013,11,16,1824,1829,-5,2033,"Not Delay","US",1751,"N112US","EWR","CLT",529,18,29,2013-11-16 18:00:00
2013,11,16,2101,2111,-10,2303,"Not Delay","EV",4700,"N13995","EWR","CLT",529,21,11,2013-11-16 21:00:00
2013,11,16,NA,630,NA,835,NA,"US",1946,NA,"EWR","CLT",529,6,30,2013-11-16 06:00:00
2013,11,17,608,615,-7,818,"Not Delay","US",1989,"N187US","EWR","CLT",529,6,15,2013-11-17 06:00:00
2013,11,17,622,630,-8,835,"Not Delay","US",1946,"N172US","EWR","CLT",529,6,30,2013-11-17 06:00:00
2013,11,17,811,820,-9,1021,"Not Delay","US",409,"N663AW","EWR","CLT",529,8,20,2013-11-17 08:00:00
2013,11,17,1017,1023,-6,1218,"Not Delay","US",1745,"N567UW","EWR","CLT",529,10,23,2013-11-17 10:00:00
2013,11,17,1222,1231,-9,1432,"Not Delay","EV",3848,"N14904","EWR","CLT",529,12,31,2013-11-17 12:00:00
2013,11,17,1309,1315,-6,1506,"Not Delay","US",802,"N118US","EWR","CLT",529,13,15,2013-11-17 13:00:00
2013,11,17,1459,1500,-1,1656,"Not Delay","US",721,"N569UW","EWR","CLT",529,15,0,2013-11-17 15:00:00
2013,11,17,1550,1520,30,1721,"Delay","EV",4326,"N14923","EWR","CLT",529,15,20,2013-11-17 15:00:00
2013,11,17,1727,1730,-3,1928,"Not Delay","US",687,"N658AW","EWR","CLT",529,17,30,2013-11-17 17:00:00
2013,11,17,1825,1829,-4,2033,"Not Delay","US",1751,"N187US","EWR","CLT",529,18,29,2013-11-17 18:00:00
2013,11,17,1951,1920,31,2120,"Delay","EV",4641,"N12996","EWR","CLT",529,19,20,2013-11-17 19:00:00
2013,11,17,2114,2111,3,2303,"Delay","EV",4700,"N13979","EWR","CLT",529,21,11,2013-11-17 21:00:00
2013,11,18,453,500,-7,651,"Not Delay","US",1895,"N173US","EWR","CLT",529,5,0,2013-11-18 05:00:00
2013,11,18,616,601,15,811,"Not Delay","EV",4471,"N13956","EWR","CLT",529,6,1,2013-11-18 06:00:00
2013,11,18,622,615,7,818,"Delay","US",1989,"N191UW","EWR","CLT",529,6,15,2013-11-18 06:00:00
2013,11,18,627,630,-3,833,"Not Delay","US",2052,"N162UW","EWR","CLT",529,6,30,2013-11-18 06:00:00
2013,11,18,817,820,-3,1021,"Not Delay","US",409,"N602AW","EWR","CLT",529,8,20,2013-11-18 08:00:00
2013,11,18,1015,1023,-8,1218,"Not Delay","US",1745,"N173US","EWR","CLT",529,10,23,2013-11-18 10:00:00
2013,11,18,1310,1315,-5,1506,NA,"US",802,"N536UW","EWR","CLT",529,13,15,2013-11-18 13:00:00
2013,11,18,1500,1500,0,1656,"Delay","US",721,"N188US","EWR","CLT",529,15,0,2013-11-18 15:00:00
2013,11,18,1539,1520,19,1721,"Delay","EV",4326,"N14916","EWR","CLT",529,15,20,2013-11-18 15:00:00
2013,11,18,1730,1730,0,1928,"Delay","US",687,"N654AW","EWR","CLT",529,17,30,2013-11-18 17:00:00
2013,11,18,1955,1915,40,2115,"Delay","EV",4444,"N14568","EWR","CLT",529,19,15,2013-11-18 19:00:00
2013,11,18,2058,2111,-13,2303,"Not Delay","EV",4700,"N16178","EWR","CLT",529,21,11,2013-11-18 21:00:00
2013,11,19,452,500,-8,651,"Not Delay","US",1895,"N566UW","EWR","CLT",529,5,0,2013-11-19 05:00:00
2013,11,19,555,601,-6,811,"Not Delay","EV",4471,"N16976","EWR","CLT",529,6,1,2013-11-19 06:00:00
2013,11,19,608,615,-7,818,"Not Delay","US",1989,"N121UW","EWR","CLT",529,6,15,2013-11-19 06:00:00
2013,11,19,623,630,-7,833,"Not Delay","US",2052,"N559UW","EWR","CLT",529,6,30,2013-11-19 06:00:00
2013,11,19,814,820,-6,1021,"Not Delay","US",409,"N662AW","EWR","CLT",529,8,20,2013-11-19 08:00:00
2013,11,19,1022,1023,-1,1218,"Not Delay","US",1745,"N537UW","EWR","CLT",529,10,23,2013-11-19 10:00:00
2013,11,19,1310,1315,-5,1506,"Delay","US",802,"N197UW","EWR","CLT",529,13,15,2013-11-19 13:00:00
2013,11,19,1453,1500,-7,1656,"Delay","US",721,"N184US","EWR","CLT",529,15,0,2013-11-19 15:00:00
2013,11,19,1514,1520,-6,1721,"Not Delay","EV",4326,"N26545","EWR","CLT",529,15,20,2013-11-19 15:00:00
2013,11,19,1727,1730,-3,1928,"Not Delay","US",687,"N601AW","EWR","CLT",529,17,30,2013-11-19 17:00:00
2013,11,19,1820,1829,-9,2033,"Not Delay","US",1751,"N155UW","EWR","CLT",529,18,29,2013-11-19 18:00:00
2013,11,19,1911,1915,-4,2115,"Not Delay","EV",4444,"N13538","EWR","CLT",529,19,15,2013-11-19 19:00:00
2013,11,19,2100,2111,-11,2303,"Not Delay","EV",4700,"N11535","EWR","CLT",529,21,11,2013-11-19 21:00:00
2013,11,20,455,500,-5,651,"Not Delay","US",1895,"N170US","EWR","CLT",529,5,0,2013-11-20 05:00:00
2013,11,20,552,601,-9,811,"Not Delay","EV",4471,"N12569","EWR","CLT",529,6,1,2013-11-20 06:00:00
2013,11,20,616,615,1,818,"Not Delay","US",1989,"N171US","EWR","CLT",529,6,15,2013-11-20 06:00:00
2013,11,20,623,630,-7,833,"Not Delay","US",2052,"N560UW","EWR","CLT",529,6,30,2013-11-20 06:00:00
2013,11,20,816,820,-4,1021,"Not Delay","US",409,"N658AW","EWR","CLT",529,8,20,2013-11-20 08:00:00
2013,11,20,1038,1023,15,1218,"Delay","US",1745,"N169UW","EWR","CLT",529,10,23,2013-11-20 10:00:00
2013,11,20,1217,1224,-7,1425,"Not Delay","EV",3848,"N13994","EWR","CLT",529,12,24,2013-11-20 12:00:00
2013,11,20,1315,1315,0,1506,"Not Delay","US",802,"N174US","EWR","CLT",529,13,15,2013-11-20 13:00:00
2013,11,20,1503,1500,3,1656,"Delay","US",721,"N189UW","EWR","CLT",529,15,0,2013-11-20 15:00:00
2013,11,20,1521,1520,1,1721,"Delay","EV",4326,"N13964","EWR","CLT",529,15,20,2013-11-20 15:00:00
2013,11,20,1729,1730,-1,1928,"Not Delay","US",687,"N677AW","EWR","CLT",529,17,30,2013-11-20 17:00:00
2013,11,20,1821,1829,-8,2033,"Not Delay","US",1751,"N191UW","EWR","CLT",529,18,29,2013-11-20 18:00:00
2013,11,20,1913,1915,-2,2115,"Not Delay","EV",4444,"N14953","EWR","CLT",529,19,15,2013-11-20 19:00:00
2013,11,20,2108,2111,-3,2303,"Not Delay","EV",4700,"N17196","EWR","CLT",529,21,11,2013-11-20 21:00:00
2013,11,21,457,500,-3,651,"Not Delay","US",1895,"N181UW","EWR","CLT",529,5,0,2013-11-21 05:00:00
2013,11,21,607,615,-8,818,"Not Delay","US",1989,"N554UW","EWR","CLT",529,6,15,2013-11-21 06:00:00
2013,11,21,620,601,19,811,"Delay","EV",4471,"N17560","EWR","CLT",529,6,1,2013-11-21 06:00:00
2013,11,21,629,630,-1,833,"Not Delay","US",2052,"N557UW","EWR","CLT",529,6,30,2013-11-21 06:00:00
2013,11,21,815,820,-5,1021,"Not Delay","US",409,"N640AW","EWR","CLT",529,8,20,2013-11-21 08:00:00
2013,11,21,1018,1023,-5,1218,"Not Delay","US",1745,"N154UW","EWR","CLT",529,10,23,2013-11-21 10:00:00
2013,11,21,1222,1224,-2,1425,"Not Delay","EV",3848,"N13965","EWR","CLT",529,12,24,2013-11-21 12:00:00
2013,11,21,1314,1315,-1,1506,"Not Delay","US",802,"N191UW","EWR","CLT",529,13,15,2013-11-21 13:00:00
2013,11,21,1459,1500,-1,1656,"Not Delay","US",721,"N561UW","EWR","CLT",529,15,0,2013-11-21 15:00:00
2013,11,21,1512,1520,-8,1721,"Not Delay","EV",4326,"N16911","EWR","CLT",529,15,20,2013-11-21 15:00:00
2013,11,21,1727,1730,-3,1928,"Not Delay","US",687,"N676AW","EWR","CLT",529,17,30,2013-11-21 17:00:00
2013,11,21,1847,1829,18,2033,"Not Delay","US",1751,"N540UW","EWR","CLT",529,18,29,2013-11-21 18:00:00
2013,11,21,1939,1915,24,2115,"Delay","EV",4444,"N13914","EWR","CLT",529,19,15,2013-11-21 19:00:00
2013,11,21,2059,2111,-12,2303,"Not Delay","EV",4700,"N16961","EWR","CLT",529,21,11,2013-11-21 21:00:00
2013,11,22,453,500,-7,651,"Not Delay","US",1895,"N155UW","EWR","CLT",529,5,0,2013-11-22 05:00:00
2013,11,22,556,601,-5,811,"Not Delay","EV",4471,"N15980","EWR","CLT",529,6,1,2013-11-22 06:00:00
2013,11,22,608,615,-7,818,"Not Delay","US",1989,"N171US","EWR","CLT",529,6,15,2013-11-22 06:00:00
2013,11,22,706,630,36,833,"Delay","US",2052,"N565UW","EWR","CLT",529,6,30,2013-11-22 06:00:00
2013,11,22,820,820,0,1021,"Not Delay","US",409,"N680AW","EWR","CLT",529,8,20,2013-11-22 08:00:00
2013,11,22,1017,1023,-6,1218,"Not Delay","US",1745,"N563UW","EWR","CLT",529,10,23,2013-11-22 10:00:00
2013,11,22,1230,1224,6,1425,"Not Delay","EV",3848,"N29906","EWR","CLT",529,12,24,2013-11-22 12:00:00
2013,11,22,1311,1315,-4,1506,"Not Delay","US",802,"N538UW","EWR","CLT",529,13,15,2013-11-22 13:00:00
2013,11,22,1454,1500,-6,1656,"Not Delay","US",721,"N154UW","EWR","CLT",529,15,0,2013-11-22 15:00:00
2013,11,22,1516,1520,-4,1721,"Not Delay","EV",4326,"N12552","EWR","CLT",529,15,20,2013-11-22 15:00:00
2013,11,22,1806,1730,36,1928,"Delay","US",687,"N647AW","EWR","CLT",529,17,30,2013-11-22 17:00:00
2013,11,22,1827,1829,-2,2033,"Not Delay","US",1751,"N171US","EWR","CLT",529,18,29,2013-11-22 18:00:00
2013,11,22,1949,1915,34,2115,"Delay","EV",4444,"N21537","EWR","CLT",529,19,15,2013-11-22 19:00:00
2013,11,22,2122,2111,11,2303,"Delay","EV",4700,"N14916","EWR","CLT",529,21,11,2013-11-22 21:00:00
2013,11,23,504,500,4,651,"Delay","US",1895,"N173US","EWR","CLT",529,5,0,2013-11-23 05:00:00
2013,11,23,607,615,-8,818,"Not Delay","US",883,"N156UW","EWR","CLT",529,6,15,2013-11-23 06:00:00
2013,11,23,626,630,-4,835,"Not Delay","US",1946,"N176UW","EWR","CLT",529,6,30,2013-11-23 06:00:00
2013,11,23,926,927,-1,1144,"Not Delay","EV",4714,"N15572","EWR","CLT",529,9,27,2013-11-23 09:00:00
2013,11,23,1029,1023,6,1218,"Delay","US",1984,"N444US","EWR","CLT",529,10,23,2013-11-23 10:00:00
